suite,test_number,utterance,answer,expected_agent,actual_sub_agent,expected_tool,actual_tool,bug_yes_no,ai_recommendation,Review
multi,250,please create a help center ticket,Please open a Salesforce support case here: https://link.indeed.tech/sfcase   [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Topic correct; tool mismatch (expected ['HelpIqAgentEscalateAction'] got ['HelpIQ_QnA']) — verify tool wiring/expected,ok because it escalated properly
multi,251,please create a help center ticket,Use this link to open a Salesforce support case for Daniel’s Skytree access issue: https://link.indeed.tech/sfcase  [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Topic correct; tool mismatch (expected ['HelpIqAgentEscalateAction'] got ['HelpIQ_QnA']) — verify tool wiring/expected,ok because it escalated properly
multi,252,please create a help center ticket,"For Skytree access issues, the Salesforce support team is the right next step. Please open a case here: https://link.indeed.tech/sfcase  [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Topic correct; tool mismatch (expected ['HelpIqAgentEscalateAction'] got ['HelpIQ_QnA']) — verify tool wiring/expected,ok because it escalated properly
multi,258,The steps provided did not resolve the issue. Please go ahead and create a Help Center ticket for me. I confirm that the screen is showing a 6-digit PIN prompt. I would appreciate it if you could proceed with the request.,Got it — here’s the ticket I’ll file:  - Issue: Windows PC is locked at the login screen and requires a system PIN to unlock - Details: Lock screen message says to enter the system PIN or contact the system administrator; you confirmed it’s a **6-digit PIN** prompt  Want me to submit it? [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,259,please create a ticket for IT or salesforce admin to investigate.,This needs Salesforce support to investigate the DocuSign integration error. Please open a case with the Salesforce support team here: https://link.indeed.tech/sfcase  [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Topic correct; tool mismatch (expected ['HelpIqAgentEscalateAction'] got ['HelpIQ_QnA']) — verify tool wiring/expected,ok because it escalated properly anyway
multi,260,please create a ticket for IT or salesforce admin to investigate.,"You want a ticket created so the right team can investigate the DocuSign and Salesforce integration error. I can’t create that ticket directly from here, but the correct next step is to open a Salesforce Support case at this link:  https://link.indeed.tech/sfcase  [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Topic correct; tool mismatch (expected ['HelpIqAgentEscalateAction'] got ['HelpIQ_QnA']) — verify tool wiring/expected,ok because it escalated properly anyway
multi,261,please create a ticket for IT or salesforce admin to investigate.,You can open a Salesforce support case for the DocuSign integration issue here: https://link.indeed.tech/sfcase  [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Topic correct; tool mismatch (expected ['HelpIqAgentEscalateAction'] got ['HelpIQ_QnA']) — verify tool wiring/expected,ok because it escalated properly anyway
multi,263,Logitech is not listed as an option in the Zoom Settings,"Got it — if Zoom doesn’t list the Logitech camera, macOS likely isn’t detecting the device yet (or Zoom doesn’t have permission to use it).  Here are the recommended checks and fixes:  1) Check the **connection** - Unplug/replug the webcam and make sure it’s firmly connected to your Mac, dock, or adapter. - If you can, try a different USB port or a different adapter/dock.  2) Confirm Zoom has macOS **Camera** permission - Go to **System Settings** &gt; **Privacy &amp; Security** &gt; **Camera** - Make sure **Zoom** is allowed  3) Restart your **Mac** - A restart often forces macOS to re-detect external cameras.  4) **Update** Zoom - Make sure you’re on the latest Zoom version.  5) If it still doesn’t show, uninstall/reinstall Zoom (recommended after macOS updates) - In Zoom, click **Zoom Workplace** in the top menu bar - Choose **Uninstall Zoom Workplace** and confirm - Open **Managed Software Center** and reinstall Zoom, then apply any Zoom updates  **Did this help?**  What model of Logitech camera is it (for example, C920, Brio, StreamCam)?   [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,264,Logitech is not listed as an option in the Zoom Settings,"Got it — if your Logitech camera isn’t showing up in Zoom’s **Video** settings, the next things to check are macOS permissions and a few basic Zoom/Mac troubleshooting steps.  1) On your Mac, open **System Settings** → **Privacy &amp; Security** → **Camera**, and make sure **Zoom** is allowed.  2) In **Privacy &amp; Security**, also check **Microphone** and confirm **Zoom** is allowed there too.  3) **Restart** your Mac (this often fixes device-detection issues after a hardware change).  4) **Update Zoom** to the latest version, then reopen it and check **Settings** → **Video** again.  5) Join a Zoom meeting and turn your camera **on** during the call (some macOS video options only appear while the webcam is active).     **Did this help?**    What’s the exact Logitech model (for example, C920, Brio, StreamCam)?    [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,26,Office 365 + Teams,"Got it — you’re looking for an **Office 365 +Teams** license, which includes Excel.  Here’s how this works at Indeed based on our IT guidance:  - **Office 365 licenses** (Word/Excel/PowerPoint) require IT to fulfill the request.   - **Teams access** is limited and typically granted only to customer-facing roles who need Teams because a customer can’t use Zoom.   - If you’re not in a pre-approved group for Office 365, you’ll need an exception with business justification.  I can open a ticket and bring an IT specialist into this Slack thread to help. Would you like me to do that?  [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,GeneralQnA_HelpIQ,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details', 'get_app_details', 'HelpIQ_QnA']",Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got GeneralQnA_HelpIQ) — manual review,
multi,339,please cancel the ticket. it works now,"You want the ticket cancelled since everything works now. I don’t have a documented self-serve way to cancel/close an IT Help Center ticket from here, but the service desk can close it for you.  Please reply with the ticket number or link you have (for example, ITS-######), and I’ll tell you the best next step based on that.   [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,GeneralQnA_HelpIQ,['HelpIqAgentApplicationAccessDetails'],"['HelpIQ_QnA', 'HelpIQ_QnA']",Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got GeneralQnA_HelpIQ) — manual review,
multi,361,Provide steps to access subscriptions for advertiser_id 11016805,"I understand you’re trying to get to the Jira page that shows the email **subscriptions** for the saved filter tied to “Advertiser Rise Technical” (advertiser_id = 11016805).  The knowledge base I have access to doesn’t include the exact Jira navigation path or a direct link format to open a filter’s **Subscriptions** screen, so I can’t give you reliable steps or a URL without guessing.  I can open a ticket and bring an IT specialist into this Slack thread to help. Would you like me to do that? [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,GeneralQnA_HelpIQ,['HelpIqAgentApplicationAccessDetails'],['HelpIQ_QnA'],Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got GeneralQnA_HelpIQ) — manual review,ok to answer with qna
multi,362,Provide steps to access subscriptions for advertiser_id 11016805,"I see you’re trying to view the Jira email subscriptions tied to “Advertiser Rise Technical” (advertiser_id = 11016805). The only documented guidance I have for subscriptions is via the internal “Email and Jira” KB page, and it doesn’t include an advertiser-specific link or a way to look up subscriptions by advertiser_id.  Here’s what you can do based on the KB:  1. Go to the “Email and Jira” KB page: https://indeed.atlassian.net/wiki/spaces/ITKB/pages/783750292  2. Use the guidance under **Set Up Jira Email Subscriptions in Gmail** (this covers where subscriptions are managed from the Jira filter side).  3. If your goal is to track or isolate messages for that advertiser in your inbox, use **Filter Jira email notifications in Gmail** (this is about Gmail rules, not Jira subscriptions).  What Jira filter name or URL is the “Advertiser Rise Technical” view using in the tab you have open (paste the filter URL)?    [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,GeneralQnA_HelpIQ,['HelpIqAgentApplicationAccessDetails'],['HelpIQ_QnA'],Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got GeneralQnA_HelpIQ) — manual review,ok to answer with qna
pt1,535,What do I do with this error?,"Got it, I can help with that. Which of these best matches what you need help with?  Software or app access  Login, password, or MFA  Device, network, or email  Reply with the one that fits, or describe it in your own words if it&#39;s not listed. [[helpiq:EA=False]]",GeneralQnA_HelpIQ,Ambiguous_Question,['HelpIQ_QnA'],[],Review,Likely fine (vague→clarify); confirm utterance is genuinely ambiguous else update expected,Yes we can consider ambigious
pt1,536,What do I do with this error?,"Got it, I can help with that. Which of these best matches what you need help with?  Software or app access  Login, password, or MFA  Device, network, or email  Reply with the one that fits, or describe it in your own words if it&#39;s not listed. [[helpiq:EA=False]]",GeneralQnA_HelpIQ,Ambiguous_Question,['HelpIQ_QnA'],[],Review,Likely fine (vague→clarify); confirm utterance is genuinely ambiguous else update expected,Yes we can consider ambigious
pt1,537,What do I do with this error?,"Got it, I can help with that. Which of these best matches what you need help with?  Software or app access  Login, password, or MFA  Device, network, or email  Reply with the one that fits, or describe it in your own words if it&#39;s not listed. [[helpiq:EA=False]]",GeneralQnA_HelpIQ,Ambiguous_Question,['HelpIQ_QnA'],[],Review,Likely fine (vague→clarify); confirm utterance is genuinely ambiguous else update expected,Yes we can consider ambigious
